investor_id,sip_count,avg_gap,max_gap,avg_amount,total_sip,at_risk
INV002107,8,71.1,298.0,12583.0,100667,True
INV002111,8,62.4,123.0,10612.0,84899,True
INV002119,6,78.0,195.0,13785.0,82710,True
INV002121,7,68.5,197.0,9906.0,69342,True
INV002122,7,40.3,97.0,9556.0,66891,True
INV002127,6,60.2,113.0,11071.0,66425,True
INV002134,7,82.7,180.0,4147.0,29028,True
INV002138,6,91.8,189.0,3383.0,20298,True
INV002142,9,45.5,162.0,13185.0,118669,True
INV002143,8,63.6,148.0,9245.0,73958,True
INV002149,8,42.3,215.0,8878.0,71024,True
INV002150,6,73.6,216.0,9530.0,57183,True
INV002151,9,60.4,201.0,20588.0,185290,True
INV002153,7,67.8,194.0,4019.0,28131,True
INV002154,6,89.4,175.0,7098.0,42587,True
INV002155,6,78.0,190.0,4045.0,24270,True
INV002157,7,58.5,142.0,9430.0,66010,True
INV002159,6,65.0,104.0,9660.0,57957,True
INV002162,9,58.4,198.0,19630.0,176674,True
INV002166,6,99.2,248.0,14737.0,88421,True
INV002171,7,55.8,150.0,7962.0,55736,True
INV002177,7,73.0,330.0,13332.0,93321,True
INV002178,8,66.4,236.0,8289.0,66309,True
INV002179,8,54.1,171.0,9660.0,77276,True
INV002182,7,70.5,148.0,18267.0,127872,True
INV002185,6,48.4,92.0,14517.0,87101,True
INV002186,7,74.8,167.0,15779.0,110455,True
INV002187,7,67.8,221.0,7385.0,51698,True
INV002195,9,49.2,154.0,15740.0,141661,True
INV002196,8,62.1,115.0,15377.0,123014,True
INV002198,9,43.0,93.0,5559.0,50035,True
INV002199,7,50.8,94.0,3259.0,22813,True
INV002202,8,70.4,276.0,2002.0,16013,True
INV002206,7,49.0,141.0,17122.0,119856,True
INV002208,7,71.3,142.0,16272.0,113907,True
INV002211,7,63.8,109.0,10842.0,75896,True
INV002216,8,61.7,172.0,15309.0,122472,True
INV002218,6,67.8,181.0,13086.0,78519,True
INV002219,8,70.9,166.0,5200.0,41599,True
INV002228,6,68.6,109.0,12536.0,75215,True
INV002229,6,64.6,101.0,18955.0,113731,True
INV002230,8,57.6,171.0,21370.0,170960,True
INV002232,7,69.2,174.0,15024.0,105171,True
INV002236,7,73.7,119.0,5464.0,38246,True
INV002237,7,51.7,142.0,8752.0,61264,True
INV002240,7,77.8,266.0,4033.0,28229,True
INV002241,7,65.7,124.0,5834.0,40838,True
INV002251,6,62.6,157.0,23459.0,140754,True
INV002256,6,75.6,115.0,14443.0,86659,True
INV002259,7,45.3,89.0,19897.0,139276,True
INV002260,6,77.8,235.0,7204.0,43224,True
INV002265,7,63.2,244.0,10667.0,74670,True
INV002277,7,67.3,127.0,8365.0,58558,True
INV002280,7,71.7,182.0,6867.0,48070,True
INV002282,6,53.2,102.0,15078.0,90468,True
INV002284,6,85.0,277.0,18936.0,113616,True
INV002290,6,61.6,112.0,8175.0,49049,True
INV002294,8,48.7,163.0,11709.0,93669,True
INV002295,7,64.5,159.0,13907.0,97348,True
INV002298,6,23.2,37.0,13212.0,79273,False
INV002304,10,42.6,104.0,8884.0,88837,True
INV002315,7,71.8,174.0,10225.0,71574,True
INV002319,7,60.0,123.0,11040.0,77278,True
INV002322,6,63.4,102.0,9112.0,54669,True
INV002327,6,76.4,215.0,2989.0,17936,True
INV002329,7,57.0,183.0,13523.0,94661,True
INV002342,6,74.2,212.0,7189.0,43134,True
INV002343,9,57.8,115.0,10821.0,97388,True
INV002347,9,40.5,79.0,3391.0,30517,True
INV002348,6,94.4,166.0,7222.0,43335,True
INV002349,6,52.2,75.0,5298.0,31786,True
INV002351,6,77.2,204.0,11006.0,66039,True
INV002357,7,68.3,240.0,11093.0,77648,True
INV002360,9,56.1,129.0,16430.0,147868,True
INV002361,6,55.4,198.0,20522.0,123135,True
INV002367,7,52.5,134.0,7473.0,52309,True
INV002368,7,61.2,215.0,5244.0,36706,True
INV002369,6,60.0,136.0,23725.0,142348,True
INV002370,7,70.2,237.0,12839.0,89876,True
INV002372,6,95.2,133.0,9195.0,55170,True
INV002373,8,70.1,154.0,22172.0,177377,True
INV002374,6,21.2,34.0,14520.0,87120,False
INV002384,10,39.1,92.0,10730.0,107297,True
INV002388,6,33.2,84.0,18253.0,109517,False
INV002389,10,50.8,126.0,3740.0,37401,True
INV002390,6,47.0,100.0,15124.0,90741,True
INV002391,6,40.2,124.0,9875.0,59250,True
INV002395,6,97.0,225.0,9768.0,58610,True
INV002400,9,55.4,141.0,4112.0,37008,True
INV002401,8,59.1,125.0,3868.0,30941,True
INV002402,7,47.2,89.0,13089.0,91623,True
INV002407,7,47.8,167.0,9856.0,68991,True
INV002409,8,55.6,125.0,11103.0,88823,True
INV002413,8,53.0,189.0,7997.0,63974,True
INV002415,8,57.4,110.0,12105.0,96841,True
INV002417,7,83.3,190.0,18104.0,126729,True
INV002418,6,91.6,128.0,5825.0,34952,True
INV002420,6,72.8,107.0,9098.0,54588,True
INV002422,10,50.3,139.0,7802.0,78015,True
INV002429,6,78.6,216.0,15847.0,95082,True
INV002434,6,88.2,217.0,6404.0,38421,True
INV002437,7,49.2,212.0,25765.0,180355,True
INV002445,8,38.1,117.0,11658.0,93265,True
INV002453,7,63.0,87.0,10974.0,76815,True
INV002458,6,72.4,232.0,13438.0,80628,True
INV002459,8,53.7,161.0,5030.0,40242,True
INV002463,6,95.4,236.0,7299.0,43792,True
INV002464,6,35.4,97.0,8395.0,50372,True
INV002466,7,80.7,270.0,13803.0,96619,True
INV002467,8,38.9,116.0,25007.0,200058,True
INV002471,6,56.4,98.0,10892.0,65355,True
INV002475,10,49.7,119.0,6514.0,65140,True
INV002476,6,86.0,235.0,12475.0,74851,True
INV002485,6,70.4,136.0,9765.0,58588,True
INV002490,8,70.0,125.0,27734.0,221876,True
INV002495,6,82.2,174.0,10768.0,64609,True
INV002496,6,53.0,156.0,4724.0,28341,True
INV002497,8,67.3,152.0,13202.0,105613,True
INV002508,9,51.6,171.0,14283.0,128547,True
INV002509,10,33.7,74.0,11778.0,117779,False
INV002510,7,64.3,176.0,11857.0,83001,True
INV002521,6,74.6,206.0,7773.0,46638,True
INV002527,7,49.7,93.0,1349.0,9444,True
INV002530,8,71.4,175.0,9264.0,74111,True
INV002531,7,76.3,182.0,4408.0,30854,True
INV002543,7,74.7,116.0,12910.0,90368,True
INV002547,6,89.0,181.0,3321.0,19927,True
INV002552,10,48.2,184.0,11750.0,117496,True
INV002554,7,49.7,100.0,7287.0,51011,True
INV002555,7,72.0,172.0,12522.0,87655,True
INV002557,7,67.2,264.0,4656.0,32589,True
INV002558,6,97.6,297.0,8667.0,52002,True
INV002560,6,95.2,155.0,4322.0,25934,True
INV002563,6,65.8,114.0,3030.0,18179,True
INV002567,6,82.0,127.0,8630.0,51780,True
INV002568,8,61.6,144.0,17298.0,138384,True
INV002570,7,62.0,150.0,3757.0,26296,True
INV002572,8,55.7,108.0,15845.0,126760,True
INV002574,6,79.4,139.0,16367.0,98204,True
INV002575,9,56.1,128.0,17269.0,155419,True
INV002579,6,40.8,71.0,22776.0,136656,True
INV002582,6,77.4,173.0,3056.0,18333,True
INV002585,6,65.0,124.0,7816.0,46894,True
INV002586,6,87.2,168.0,12217.0,73304,True
INV002590,10,50.2,125.0,15106.0,151056,True
INV002591,6,52.2,139.0,4949.0,29695,True
INV002594,6,94.0,244.0,16482.0,98891,True
INV002598,9,51.4,179.0,13466.0,121198,True
INV002602,8,66.0,151.0,11927.0,95414,True
INV002606,6,89.6,248.0,12278.0,73666,True
INV002613,8,65.0,143.0,2981.0,23849,True
INV002622,7,76.7,244.0,9167.0,64167,True
INV002627,6,85.0,182.0,6768.0,40609,True
INV002628,6,77.0,322.0,7103.0,42616,True
INV002632,8,65.6,180.0,8804.0,70430,True
INV002640,7,70.0,153.0,9561.0,66928,True
INV002643,6,74.2,229.0,5390.0,32343,True
INV002645,7,45.2,133.0,12812.0,89681,True
INV002654,8,61.9,115.0,12141.0,97131,True
INV002659,7,62.3,224.0,13796.0,96575,True
INV002666,7,53.2,100.0,7258.0,50807,True
INV002671,7,77.2,163.0,17347.0,121426,True
INV002673,8,65.0,147.0,25661.0,205287,True
INV002674,6,75.8,153.0,18316.0,109896,True
INV002675,8,63.9,138.0,13031.0,104247,True
INV002681,7,83.7,161.0,11116.0,77813,True
INV002684,6,80.6,266.0,13508.0,81047,True
INV002688,9,37.0,122.0,14174.0,127567,True
INV002689,8,50.0,115.0,9849.0,78790,True
INV002693,7,45.8,72.0,23835.0,166843,True
INV002697,7,55.3,199.0,8744.0,61207,True
INV002700,7,79.8,140.0,5784.0,40488,True
INV002704,8,59.1,139.0,9432.0,75458,True
INV002705,8,22.6,70.0,6687.0,53493,False
INV002706,6,73.6,133.0,11614.0,69684,True
INV002711,8,65.6,230.0,9204.0,73628,True
INV002712,11,46.8,174.0,9284.0,102129,True
INV002722,6,61.4,178.0,6146.0,36876,True
INV002723,9,37.8,102.0,4954.0,44585,True
INV002724,6,76.6,187.0,15784.0,94701,True
INV002726,8,45.6,84.0,5153.0,41222,True
INV002732,8,70.7,151.0,12107.0,96854,True
INV002733,8,51.6,150.0,7053.0,56424,True
INV002735,7,68.2,136.0,12662.0,88635,True
INV002736,6,70.6,323.0,10793.0,64757,True
INV002737,8,58.4,104.0,12785.0,102279,True
INV002743,6,88.2,190.0,6811.0,40865,True
INV002744,10,52.9,139.0,6497.0,64967,True
INV002746,8,68.0,206.0,6096.0,48769,True
INV002750,6,72.4,254.0,9130.0,54778,True
INV002751,7,41.5,102.0,13616.0,95314,True
INV002758,6,81.0,263.0,16720.0,100322,True
INV002761,6,80.6,312.0,10184.0,61101,True
INV002766,6,70.6,151.0,12269.0,73612,True
INV002767,7,55.3,145.0,7848.0,54936,True
INV002769,7,82.0,141.0,21410.0,149870,True
INV002772,7,74.5,168.0,8569.0,59984,True
INV002779,6,64.2,151.0,20109.0,120653,True
INV002783,7,64.0,126.0,9081.0,63570,True
INV002786,7,76.3,124.0,13484.0,94391,True
INV002793,7,59.3,125.0,10442.0,73091,True
INV002794,7,56.2,111.0,8869.0,62084,True
INV002799,6,70.8,129.0,12955.0,77732,True
INV002800,7,63.5,108.0,13252.0,92767,True
INV002803,7,64.8,176.0,4705.0,32936,True
INV002804,8,59.9,209.0,6330.0,50641,True
INV002808,7,59.7,120.0,16397.0,114782,True
INV002809,6,81.4,276.0,4665.0,27992,True
INV002810,8,32.3,139.0,24798.0,198382,False
INV002813,7,49.0,149.0,8420.0,58938,True
INV002822,7,53.0,108.0,11389.0,79723,True
INV002824,7,71.8,223.0,18489.0,129424,True
INV002826,6,61.6,91.0,2807.0,16841,True
INV002827,6,73.6,200.0,5272.0,31630,True
INV002828,6,80.0,211.0,4083.0,24496,True
INV002831,6,40.2,72.0,6852.0,41114,True
INV002835,7,82.3,233.0,9514.0,66597,True
INV002838,8,56.7,116.0,10674.0,85390,True
INV002841,6,43.4,102.0,11028.0,66169,True
INV002843,8,43.1,128.0,4972.0,39772,True
INV002847,10,52.7,129.0,5497.0,54971,True
INV002850,7,53.2,166.0,8602.0,60216,True
INV002852,6,75.8,207.0,12122.0,72731,True
INV002859,7,76.5,198.0,14573.0,102010,True
INV002863,6,74.4,199.0,10690.0,64141,True
INV002865,6,37.2,50.0,16834.0,101007,True
INV002870,6,48.2,109.0,7828.0,46965,True
INV002872,6,85.6,199.0,7792.0,46749,True
INV002873,6,98.2,235.0,17248.0,103488,True
INV002879,7,72.2,125.0,9603.0,67219,True
INV002881,6,43.6,110.0,12312.0,73870,True
INV002883,6,96.0,176.0,21330.0,127978,True
INV002886,7,44.3,137.0,15994.0,111958,True
INV002891,8,72.7,166.0,11482.0,91856,True
INV002893,9,50.0,148.0,7463.0,67163,True
INV002900,6,64.2,136.0,12399.0,74395,True
INV002903,6,89.6,176.0,5691.0,34145,True
INV002904,7,49.3,104.0,3052.0,21362,True
INV002905,6,73.0,221.0,6954.0,41724,True
INV002906,6,41.2,74.0,14763.0,88578,True
INV002909,7,82.3,263.0,11164.0,78147,True
INV002912,6,97.0,342.0,13748.0,82487,True
INV002913,7,73.7,168.0,11975.0,83828,True
INV002915,8,49.3,117.0,14455.0,115638,True
INV002921,7,53.3,121.0,21544.0,150805,True
INV002927,8,40.3,79.0,10593.0,84741,True
INV002935,7,48.0,72.0,7183.0,50280,True
INV002937,7,67.2,184.0,19624.0,137371,True
INV002939,7,60.5,127.0,7445.0,52116,True
INV002942,9,55.5,180.0,9458.0,85118,True
INV002945,8,65.0,139.0,14958.0,119666,True
INV002947,7,64.2,152.0,5073.0,35512,True
INV002950,8,45.9,119.0,6590.0,52718,True
INV002951,7,51.8,82.0,5876.0,41135,True
INV002961,7,84.7,231.0,16667.0,116671,True
INV002974,7,51.3,105.0,13067.0,91467,True
INV002984,6,91.0,200.0,8193.0,49158,True
INV002989,6,86.6,182.0,16167.0,97001,True
INV002994,7,58.2,142.0,15650.0,109553,True
INV003000,7,67.0,137.0,7797.0,54577,True
INV003003,9,58.2,100.0,4816.0,43344,True
INV003005,8,53.1,107.0,11575.0,92598,True
INV003007,9,48.2,162.0,5632.0,50688,True
INV003009,9,38.1,84.0,4960.0,44642,True
INV003011,7,64.2,154.0,7035.0,49243,True
INV003014,6,82.4,144.0,33835.0,203009,True
INV003015,7,54.7,91.0,16308.0,114153,True
INV003018,6,49.2,156.0,8077.0,48461,True
INV003022,6,69.6,123.0,18165.0,108990,True
INV003024,6,44.2,122.0,8258.0,49549,True
INV003025,8,35.3,65.0,8943.0,71546,True
INV003028,6,91.4,183.0,12946.0,77674,True
INV003034,6,73.4,118.0,15455.0,92731,True
INV003036,8,57.7,138.0,16847.0,134774,True
INV003037,7,79.5,300.0,6057.0,42399,True
INV003040,6,74.0,194.0,8527.0,51162,True
INV003043,7,73.8,131.0,11163.0,78142,True
INV003044,7,71.2,237.0,8702.0,60913,True
INV003045,6,36.2,71.0,5399.0,32392,True
INV003047,8,70.1,215.0,17135.0,137083,True
INV003054,7,78.7,209.0,10893.0,76249,True
INV003060,7,79.0,135.0,9933.0,69534,True
INV003063,7,57.8,112.0,3902.0,27315,True
INV003070,9,54.5,132.0,12977.0,116790,True
INV003074,6,74.8,123.0,13161.0,78967,True
INV003075,8,57.4,128.0,21142.0,169132,True
INV003078,7,69.2,126.0,7882.0,55176,True
INV003082,8,46.4,142.0,5028.0,40228,True
INV003083,6,66.4,169.0,6365.0,38189,True
INV003089,6,65.0,107.0,12127.0,72760,True
INV003091,9,50.9,199.0,3999.0,35993,True
INV003095,6,86.6,175.0,10708.0,64248,True
INV003097,8,62.7,121.0,18909.0,151274,True
INV003105,7,65.5,140.0,17348.0,121433,True
INV003112,6,91.6,173.0,11351.0,68105,True
INV003113,8,66.9,159.0,14446.0,115572,True
INV003115,6,48.0,125.0,17302.0,103814,True
INV003117,8,66.6,115.0,9291.0,74326,True
INV003134,7,76.8,172.0,15972.0,111805,True
INV003139,7,55.2,133.0,11337.0,79357,True
INV003140,8,57.0,125.0,5909.0,47273,True
INV003141,7,67.5,225.0,12561.0,87927,True
INV003144,7,82.5,243.0,7810.0,54671,True
INV003146,9,59.5,283.0,12927.0,116340,True
INV003151,6,81.0,146.0,6382.0,38290,True
INV003153,7,40.7,156.0,11815.0,82703,True
INV003158,9,55.6,138.0,10607.0,95466,True
INV003161,6,77.4,118.0,7645.0,45870,True
INV003169,6,62.6,178.0,5170.0,31020,True
INV003178,6,56.4,84.0,6580.0,39480,True
INV003179,9,56.2,151.0,7145.0,64309,True
INV003185,6,65.2,116.0,13046.0,78275,True
INV003187,9,58.2,244.0,5668.0,51008,True
INV003189,9,55.1,198.0,3835.0,34519,True
INV003191,6,76.8,138.0,5328.0,31967,True
INV003193,6,96.6,294.0,10892.0,65353,True
INV003196,7,80.3,319.0,4921.0,34448,True
INV003205,7,67.7,111.0,7234.0,50635,True
INV003210,6,72.2,112.0,3142.0,18851,True
INV003211,7,69.0,104.0,10469.0,73285,True
INV003214,6,59.8,170.0,9683.0,58100,True
INV003215,7,60.8,105.0,4414.0,30900,True
INV003219,6,57.2,86.0,18607.0,111640,True
INV003221,7,61.2,99.0,26940.0,188581,True
INV003222,7,81.5,190.0,6703.0,46924,True
INV003223,8,67.7,331.0,14468.0,115743,True
INV003228,7,70.2,256.0,12619.0,88333,True
INV003230,7,67.5,251.0,8566.0,59960,True
INV003231,7,83.0,253.0,8745.0,61212,True
INV003234,6,96.6,188.0,7654.0,45926,True
INV003236,9,51.1,115.0,13385.0,120464,True
INV003242,7,61.0,159.0,8631.0,60420,True
INV003247,6,84.6,206.0,15830.0,94982,True
INV003252,6,67.6,192.0,17165.0,102990,True
INV003256,7,51.0,90.0,13535.0,94745,True
INV003257,6,61.8,139.0,24308.0,145848,True
INV003260,6,89.4,247.0,11064.0,66384,True
INV003262,6,85.2,162.0,23337.0,140022,True
INV003267,6,74.4,197.0,3471.0,20825,True
INV003271,7,61.2,157.0,5538.0,38769,True
INV003273,8,60.1,134.0,24387.0,195095,True
INV003277,8,53.7,192.0,10158.0,81268,True
INV003279,9,63.4,147.0,17308.0,155774,True
INV003289,7,64.8,183.0,15024.0,105165,True
INV003300,6,64.8,219.0,15376.0,92258,True
INV003301,9,59.4,113.0,20349.0,183141,True
INV003304,10,44.2,180.0,13532.0,135315,True
INV003308,9,56.8,141.0,14797.0,133172,True
INV003310,6,80.8,154.0,5646.0,33878,True
INV003311,9,48.0,149.0,4797.0,43171,True
INV003314,7,73.5,210.0,25593.0,179149,True
INV003317,8,44.1,71.0,9442.0,75540,True
INV003320,8,45.3,192.0,13393.0,107141,True
INV003325,6,101.0,155.0,7141.0,42846,True
INV003329,6,89.0,230.0,18867.0,113204,True
INV003336,7,72.3,133.0,19266.0,134860,True
INV003338,9,37.5,155.0,17106.0,153954,True
INV003344,6,86.6,190.0,5161.0,30966,True
INV003350,6,92.4,191.0,4655.0,27929,True
INV003351,6,54.0,86.0,17400.0,104400,True
INV003352,8,68.1,279.0,14247.0,113976,True
INV003357,6,62.4,100.0,9337.0,56022,True
INV003360,8,59.4,163.0,8300.0,66401,True
INV003370,7,63.3,206.0,11743.0,82199,True
INV003372,6,59.4,118.0,5170.0,31020,True
INV003374,7,56.5,128.0,7006.0,49043,True
INV003375,8,52.7,158.0,16940.0,135524,True
INV003376,6,85.8,199.0,13435.0,80609,True
INV003379,7,75.2,268.0,7619.0,53335,True
INV003380,6,72.4,155.0,5957.0,35744,True
INV003382,6,34.2,85.0,11737.0,70423,False
INV003391,6,56.6,193.0,12615.0,75689,True
INV003393,8,63.7,178.0,9193.0,73545,True
INV003395,6,79.0,192.0,9360.0,56160,True
INV003398,8,55.4,140.0,5908.0,47267,True
INV003403,6,56.6,116.0,8420.0,50522,True
INV003404,8,50.3,198.0,10080.0,80637,True
INV003405,8,41.0,186.0,11876.0,95007,True
INV003406,8,59.0,251.0,13115.0,104922,True
INV003407,8,57.4,146.0,6446.0,51571,True
INV003422,7,84.7,167.0,12130.0,84910,True
INV003424,7,73.2,124.0,8646.0,60522,True
INV003427,6,84.2,266.0,19620.0,117717,True
INV003430,6,73.4,104.0,9119.0,54715,True
INV003431,6,51.4,152.0,10910.0,65461,True
INV003432,7,61.3,97.0,9116.0,63809,True
INV003435,7,73.8,140.0,13477.0,94339,True
INV003437,6,91.2,226.0,7271.0,43627,True
INV003448,7,74.5,200.0,3151.0,22057,True
INV003450,10,47.7,158.0,14076.0,140759,True
INV003455,7,35.5,76.0,11390.0,79732,True
INV003457,7,60.5,117.0,10753.0,75273,True
INV003458,8,67.9,206.0,4489.0,35913,True
INV003459,6,59.4,113.0,7106.0,42636,True
INV003473,6,95.8,213.0,6676.0,40058,True
INV003475,9,56.0,155.0,8394.0,75542,True
INV003478,9,56.6,195.0,15095.0,135853,True
INV003479,8,65.7,164.0,11341.0,90730,True
INV003480,6,82.4,211.0,6292.0,37752,True
INV003484,6,73.8,333.0,18043.0,108256,True
INV003487,6,70.6,155.0,16008.0,96051,True
INV003491,9,59.1,119.0,6465.0,58181,True
INV003492,6,90.8,162.0,6665.0,39990,True
INV003495,10,49.2,121.0,7644.0,76439,True
INV003506,7,67.0,132.0,3976.0,27834,True
INV003509,9,60.9,149.0,10203.0,91824,True
INV003511,8,65.6,183.0,8945.0,71560,True
INV003514,6,74.2,172.0,15116.0,90699,True
INV003518,6,67.8,157.0,6474.0,38843,True
INV003521,6,89.0,183.0,7758.0,46547,True
INV003524,7,64.2,203.0,10677.0,74739,True
INV003526,6,88.2,224.0,5080.0,30478,True
INV003528,9,58.6,186.0,15914.0,143222,True
INV003530,6,51.0,101.0,13014.0,78084,True
INV003531,6,76.4,185.0,11913.0,71480,True
INV003534,8,52.7,160.0,6688.0,53508,True
INV003545,6,90.0,210.0,5762.0,34569,True
INV003556,6,77.6,129.0,6297.0,37784,True
INV003557,6,66.4,156.0,8224.0,49343,True
INV003558,7,39.2,66.0,10865.0,76056,True
INV003559,10,48.3,118.0,13184.0,131836,True
INV003562,7,80.5,165.0,11053.0,77371,True
INV003564,8,71.0,292.0,24510.0,196080,True
INV003580,7,72.2,227.0,9201.0,64406,True
INV003581,8,51.3,95.0,4912.0,39296,True
INV003582,7,49.3,167.0,10606.0,74240,True
INV003586,8,54.3,113.0,17359.0,138874,True
INV003592,6,75.6,202.0,11628.0,69765,True
INV003593,6,78.2,166.0,15792.0,94754,True
INV003598,8,68.0,114.0,3562.0,28496,True
INV003599,6,50.0,100.0,15698.0,94188,True
INV003601,9,45.2,118.0,6559.0,59029,True
INV003604,6,90.2,188.0,11988.0,71928,True
INV003607,6,70.4,253.0,4100.0,24597,True
INV003611,7,68.8,228.0,13907.0,97349,True
INV003613,8,67.4,283.0,10642.0,85140,True
INV003619,6,72.0,113.0,5246.0,31477,True
INV003625,6,62.4,168.0,14554.0,87326,True
INV003627,7,59.2,152.0,2287.0,16009,True
INV003630,7,52.0,96.0,4694.0,32857,True
INV003633,6,78.8,119.0,20582.0,123491,True
INV003634,6,47.8,83.0,10866.0,65193,True
INV003635,10,47.1,95.0,11145.0,111446,True
INV003641,8,67.0,219.0,11390.0,91123,True
INV003642,7,53.2,217.0,16302.0,114117,True
INV003645,6,95.2,257.0,3034.0,18205,True
INV003649,6,96.8,195.0,14390.0,86339,True
INV003650,11,33.9,86.0,3970.0,43669,False
INV003654,7,60.5,124.0,16100.0,112702,True
INV003655,10,49.8,198.0,18020.0,180197,True
INV003658,8,70.7,143.0,5544.0,44354,True
INV003660,6,79.0,164.0,11241.0,67446,True
INV003669,7,53.5,98.0,12863.0,90038,True
INV003670,8,70.9,160.0,10383.0,83061,True
INV003672,6,77.2,180.0,21623.0,129739,True
INV003673,8,68.9,160.0,7984.0,63876,True
INV003678,6,32.8,45.0,8297.0,49783,False
INV003681,9,51.0,101.0,2889.0,26004,True
INV003683,6,92.4,165.0,14236.0,85416,True
INV003684,6,98.2,229.0,8423.0,50536,True
INV003685,6,80.2,132.0,23819.0,142912,True
INV003686,6,96.6,328.0,11815.0,70889,True
INV003693,7,71.3,234.0,14645.0,102514,True
INV003695,7,51.7,157.0,4462.0,31236,True
INV003696,6,75.8,190.0,18420.0,110522,True
INV003697,7,76.7,163.0,13968.0,97774,True
INV003702,7,72.7,118.0,14153.0,99074,True
INV003705,6,78.8,152.0,19138.0,114828,True
INV003707,6,68.6,152.0,25489.0,152934,True
INV003708,7,60.5,104.0,3975.0,27823,True
INV003709,6,80.2,181.0,8726.0,52354,True
INV003710,6,78.6,118.0,14419.0,86512,True
INV003711,6,72.2,145.0,14655.0,87930,True
INV003712,6,79.6,163.0,10758.0,64551,True
INV003713,7,81.5,161.0,17631.0,123416,True
INV003718,6,91.4,284.0,13544.0,81262,True
INV003720,6,74.6,116.0,3852.0,23110,True
INV003722,7,50.7,135.0,27530.0,192710,True
INV003723,6,61.8,124.0,6605.0,39630,True
INV003724,7,68.0,169.0,11453.0,80168,True
INV003733,6,88.8,174.0,2482.0,14893,True
INV003734,8,59.0,290.0,8732.0,69855,True
INV003735,8,45.9,104.0,11011.0,88089,True
INV003736,7,77.2,120.0,8423.0,58959,True
INV003738,6,50.6,117.0,3551.0,21307,True
INV003740,7,51.8,172.0,17435.0,122048,True
INV003741,7,67.7,159.0,7896.0,55275,True
INV003744,6,86.8,187.0,3946.0,23676,True
INV003745,6,70.2,183.0,4402.0,26414,True
INV003748,8,56.1,182.0,5181.0,41447,True
INV003757,7,81.8,156.0,7736.0,54152,True
INV003761,8,51.9,150.0,3710.0,29681,True
INV003766,8,65.3,192.0,11809.0,94475,True
INV003767,9,47.5,125.0,14370.0,129327,True
INV003771,10,50.8,130.0,11176.0,111757,True
INV003772,9,34.5,72.0,3214.0,28922,False
INV003775,6,74.0,151.0,18703.0,112218,True
INV003779,6,76.4,160.0,2834.0,17001,True
INV003780,8,57.4,135.0,9500.0,76001,True
INV003781,7,64.8,199.0,6770.0,47391,True
INV003785,6,74.2,160.0,18996.0,113979,True
INV003787,9,63.2,178.0,9675.0,87076,True
INV003793,7,72.3,203.0,19198.0,134386,True
INV003795,7,67.7,122.0,8325.0,58273,True
INV003811,7,78.7,141.0,19004.0,133025,True
INV003812,7,50.8,174.0,7543.0,52802,True
INV003813,6,82.2,122.0,10761.0,64566,True
INV003815,7,72.5,217.0,9621.0,67344,True
INV003824,7,71.5,196.0,12739.0,89175,True
INV003825,6,81.2,99.0,13554.0,81324,True
INV003828,7,30.7,109.0,18659.0,130613,False
INV003829,10,48.6,159.0,4682.0,46819,True
INV003830,6,71.4,115.0,23037.0,138223,True
INV003844,7,68.5,197.0,11433.0,80033,True
INV003847,8,50.0,66.0,9313.0,74501,True
INV003849,6,77.2,146.0,25969.0,155813,True
INV003851,7,57.8,121.0,15803.0,110621,True
INV003860,6,46.0,72.0,22380.0,134277,True
INV003862,7,60.2,184.0,9250.0,64749,True
INV003865,7,85.2,235.0,6742.0,47194,True
INV003868,6,87.6,264.0,17500.0,104999,True
INV003872,9,45.4,85.0,16345.0,147109,True
INV003876,6,77.6,160.0,17632.0,105794,True
INV003880,8,68.6,193.0,6502.0,52016,True
INV003885,6,71.6,281.0,13644.0,81864,True
INV003892,10,55.2,114.0,13427.0,134271,True
INV003896,6,82.0,255.0,7062.0,42369,True
INV003897,6,71.6,144.0,13926.0,83553,True
INV003903,8,50.3,130.0,8755.0,70037,True
INV003905,7,62.5,103.0,10061.0,70428,True
INV003906,10,55.1,115.0,11036.0,110358,True
INV003912,6,68.6,195.0,1985.0,11911,True
INV003913,8,61.4,136.0,6520.0,52158,True
INV003916,6,67.2,114.0,14143.0,84860,True
INV003920,8,66.9,132.0,13823.0,110581,True
INV003936,6,89.6,227.0,18546.0,111274,True
INV003938,7,52.5,110.0,7711.0,53978,True
INV003940,7,70.7,151.0,12691.0,88836,True
INV003943,9,42.5,88.0,3871.0,34838,True
INV003945,7,56.3,175.0,15620.0,109342,True
INV003946,7,69.2,147.0,9308.0,65153,True
INV003948,7,43.7,101.0,17860.0,125023,True
INV003952,7,54.7,95.0,15108.0,105758,True
INV003958,6,85.6,133.0,11193.0,67157,True
INV003962,8,68.7,302.0,24987.0,199896,True
INV003964,10,51.2,130.0,12333.0,123334,True
INV003968,6,92.4,209.0,9204.0,55226,True
INV003972,6,84.2,224.0,21360.0,128157,True
INV003975,8,50.1,125.0,8081.0,64647,True
INV003978,8,68.1,209.0,5664.0,45310,True
INV003979,8,56.0,123.0,3202.0,25613,True
INV003981,7,67.7,237.0,11692.0,81844,True
INV003985,6,93.0,191.0,4233.0,25396,True
INV003996,6,95.2,244.0,16251.0,97507,True
INV004001,8,40.3,123.0,10348.0,82786,True
INV004004,10,40.8,88.0,12608.0,126080,True
INV004005,7,73.7,314.0,15127.0,105889,True
INV004007,7,38.8,102.0,4347.0,30426,True
